claim,source,date,label
Jason Aldean rejected a $500 million music collaboration with Taylor Swift.,Facebook posts,"By Sofia Ahmed • August 26, 2024",Mostly True
"“Elon Musk pide la prohibición de ‘The View’, ‘prefiero caminar descalzo sobre asfalto caliente que ver The View’”.",Facebook posts,"By Marta Campabadal Graus • August 26, 2024",Mostly True
“Mark Wahlberg y Mel Gibson invierten 500 millones de dólares para el primer estudio de producción de la industria centrado en los valores tradicionales”.,Facebook posts,"By Maria Briceño • August 26, 2024",Mostly True
"Says U.S. Sen. Tammy Baldwin ""believes taxpayer dollars should be used for abortion.""",Bryan Steil,"By Ricardo Torres • August 26, 2024",Mostly True
Maxine Waters told her followers on X not to follow Omar Navarro because he is a “Hispanic Republican.”,Instagram posts,"By Sofia Ahmed • August 23, 2024",Mostly True
Jacky Rosen “said ending taxes on tips would ‘hurt working Nevada families.’”,Sam Brown,"By Seth A. Richardson • August 23, 2024",Mostly True
"Mike Rogers “left Michigan to trade on his D.C. connections, helping Chinese tech companies get access to the U.S.”",Elissa Slotkin,"By Caleb McCullough • August 23, 2024",Mostly True
“The Harris-Biden Administration has been caught fraudulently manipulating Job Statistics.”,Donald Trump,"By Louis Jacobson • August 23, 2024",Mostly True
Pallets of bricks were left all over the streets of Chicago before the Democratic National Convention.,X posts,"By Sofia Ahmed • August 23, 2024",Mostly True
Says U.S. Sen. Tammy Baldwin “has done absolutely nothing” about the fentanyl crisis.,Eric Hovde,"By Laura Schulte • August 22, 2024",Mostly True
Videos show Kamala Harris intoxicated.,Social Media,"By Jeff Cercone • August 22, 2024",Mostly True
Video shows former President Donald Trump thought he was in North Carolina while he spoke in Pennsylvania.,Viral image,"By Ciara O'Rourke • August 22, 2024",Mostly True
The Democratic National Convention was “nearly empty” during its first day.,Threads posts,"By Sofia Ahmed • August 22, 2024",Mostly True
"“Kamala Harris wants to give $25,000 to illegal aliens to buy American homes.”",JD Vance,"By Madison Czopek • August 22, 2024",Mostly True
“PA Gov Josh Shapiro isn’t attending the DNC at all.”,Viral image,"By Ciara O'Rourke • August 21, 2024",Mostly True
"Trump said “you used to be able to get cereal for 20, 30 bucks a pound.”",Threads posts,"By Kwasi Gyamfi Asiedu • August 21, 2024",Mostly True
"Photo shows “domestic Antifa are already gathering in Chicago, to create chaos during the Harris-Walz DNC.”",X posts,"By Sabine Martin • August 21, 2024",Mostly True
“Travis Kelce kneels during national anthem fined $10 million and thrown out of the game.”,Viral image,"By Ciara O'Rourke • August 21, 2024",Mostly True
The American flag is missing from the Democratic National Convention in Chicago.,X posts,"By Sofia Ahmed • August 21, 2024",Mostly True
Former President Donald Trump “cut overtime benefits for millions of workers.”,Tim Walz,"By Amy Sherman • August 20, 2024",Mostly True
“Women don't even get their own restroom at the DNC convention.”,X posts,"By Grace Abels • August 20, 2024",Mostly True
Photo shows “pallets or containers of bricks have been found near locations designated for protests related to the Democratic National Convention”,X posts,"By Caleb McCullough • August 20, 2024",Mostly True
Democrats dyed the “Chicago River red to celebrate abortion.”,X posts,"By Ciara O'Rourke • August 20, 2024",Mostly True
The World Health Organization ordered governments to prepare for “mega lockdown” because of an mpox strain.,Instagram posts,"By Sofia Ahmed • August 20, 2024",Mostly True
A video shows “triggered Kamala Harris walks out on Charlamagne Tha God after he exposed Joe Biden’s dementia.”,Donald Trump Jr.,"By Kwasi Gyamfi Asiedu • August 19, 2024",Mostly True
California law lets you “rob a store as long as it’s not more than $950” and “not get charged.” Kamala Harris “did that.”,Donald Trump,"By Jeff Cercone • August 19, 2024",Mostly True
"Actor Mel Gibson told talk show host Oprah Winfrey, “You sell children!”",Facebook posts,"By Ciara O'Rourke • August 19, 2024",Mostly True
Sam Brown “said abortion should be banned without any exceptions for rape or incest.”,Jacky Rosen,"By Seth A. Richardson • August 19, 2024",Mostly True
“The NFL will now use facial recognition at every stadium to verify the identity of everyone at the game.”,Instagram posts,"By Madison Czopek • August 16, 2024",Mostly True
Kamala Harris y Tim Walz se tomaron una foto con un cartel comunista.,Facebook posts,"By Maria Briceño • August 16, 2024",Mostly True
A 15-year-old named “Graci Mae Thompson” is missing.,Facebook posts,"By Loreben Tuquero • August 16, 2024",Mostly True
Candace Owens will host an ABC morning show that will replace “The View.”,Facebook posts,"By Sofia Ahmed • August 16, 2024",Mostly True
JD Vance holds “anti-marriage-equality views.”,Pete Buttigieg,"By Grace Abels • August 16, 2024",Mostly True
El senador Rick Scott no apoya las excepciones al aborto.,Debbie Mucarsel-Powell,"By Marta Campabadal Graus • August 16, 2024",Mostly True
Minnesota Gov. Tim Walz signed a bill “redefining ‘sexual orientation’ to include pedophiles.”,Social Media,"By Sara Swann • August 16, 2024",Mostly True
Gov. Tim Walz delivered paid family leave in Minnesota but “Republicans are blocking” a Biden-Harris proposal.,Pete Buttigieg,"By Amy Sherman • August 16, 2024",Mostly True
“Bob Casey and Kamala Harris want to BAN fracking.”,Dave McCormick,"By Caleb McCullough • August 16, 2024",Mostly True
"“We’re losing 300,000 people a year to fentanyl that comes through our border. We had it down to the lowest number and now it’s worse than it’s ever been.”",Donald Trump,"By Jacob Gardenswartz • August 16, 2024",Mostly True
Kamala Harris voted in favor of passing a law in 2022 to tax tips.,Instagram posts,"By Sofia Ahmed • August 15, 2024",Mostly True
"Dr. Leo Ferreira, a cancer researcher shown in a video clip, was on the plane that crashed in Brazil on Aug. 9.",Facebook posts,"By Madison Czopek • August 15, 2024",Mostly True
"Videos of media talking about Tim Walz as a ""happy warrior"" are proof of government propaganda legalized by Barack Obama.",Instagram posts,"By Jeff Cercone • August 15, 2024",Mostly True
"Says Elon Musk posted on X, “Any harassment of Trump supporters using the term ‘weird’ will be punished.”",Viral image,"By Ciara O'Rourke • August 15, 2024",Mostly True
Photo from an Aug. 14 campaign event in Michigan shows “JD Vance couldn’t fill a small room.”,X posts,"By Sara Swann • August 15, 2024",Mostly True
Video shows Boston Red Sox player Jarren Duran getting a “MASSIVE” ovation after his two-game suspension for homophobic slur.,TikTok posts,"By Jeff Cercone • August 15, 2024",Mostly True
Republican Senate candidate Dave McCormick “wants to outlaw abortions.”,Democratic Senatorial Campaign Committee,"By Caleb McCullough • August 15, 2024",Mostly True
"“Elon Musk has announced his first robot girlfriend, with artificial intelligence.”",Facebook posts,"By Maria Briceño • August 15, 2024",Mostly True
"“Vice President, Kamala Harris cast the tie-breaking vote to cut, as you know, Medicare by $273 billion. She cast a vote to cut Medicare.”",Donald Trump,"By Jacob Gardenswartz • August 15, 2024",Mostly True
Sen. Rick Scott does not support abortion exceptions.,Debbie Mucarsel-Powell,"By Marta Campabadal Graus • August 14, 2024",Mostly True
"""Elon Musk anuncia su primera novia (un robot con inteligencia artificial)"".",Instagram posts,"By Maria Briceño • August 14, 2024",Mostly True
Kamala Harris posted about banning Barron Trump’s friend from X because he wore a “Biden Loves Minors” shirt.,Instagram posts,"By Sofia Ahmed • August 14, 2024",Mostly True
Video shows former President Donald Trump freezing up.,Threads posts,"By Ciara O'Rourke • August 14, 2024",Mostly True
"Video muestra policías entrando en una casa en Inglaterra ""por comentarios en redes sociales"".",Instagram posts,"By Maria Briceño • August 14, 2024",Mostly True
"“During Covid, Tim Walz rationed access to monoclonal antibody treatments based on skin color.”",Charlie Kirk,"By Jeff Cercone • August 14, 2024",Mostly True
"JD Vance “literally wrote the foreword for the architect of the Project 2025 agenda.""",Tim Walz,"By Kwasi Gyamfi Asiedu • August 14, 2024",Mostly True
Minnesota Gov. Tim Walz “forced schools to stock tampons in boys’ bathrooms.”,Jesse Watters,"By Madison Czopek • August 13, 2024",Mostly True
Craigslist ad shows “every single person” at Kamala Harris’ Arizona rally was paid.,Instagram posts,"By Sofia Ahmed • August 13, 2024",Mostly True
Photo of Kamala Harris’ Aug. 7 rally near Detroit was AI-generated and “there was nobody there.” Attendees pictured “didn’t exist.”,Donald Trump,"By Madison Czopek • August 12, 2024",Mostly True
"Says Tim Walz said he carried weapons in war, but “he has not spent a day in a combat zone.”",JD Vance,"By Jeff Cercone • August 12, 2024",Mostly True
"El gobernador de Minnesota, Tim Walz, firmó una ley dando educación universitaria gratuita “a los inmigrantes ilegales”.",Lindsey Graham,"By Maria Briceño • August 12, 2024",Mostly True
“I went down in a helicopter with (Willie Brown). We thought maybe this is the end. We were in a helicopter going to a certain location together and there was an emergency landing.”,Donald Trump,"By Maria Ramirez Uribe • August 9, 2024",Mostly True
Says Minnesota Gov. Tim Walz had his stomach pumped “after overingesting horse semen.”,Viral image,"By Ciara O'Rourke • August 9, 2024",Mostly True
Photo shows former President Donald Trump “asleep at the 2017 NATO summit.”,Viral image,"By Ciara O'Rourke • August 9, 2024",Mostly True
“Mike Tyson says he’s willing to box Olympic DUDE with all proceeds to go to a battered women’s charity.”,Threads posts,"By Ciara O'Rourke • August 9, 2024",Mostly True
"Says his Jan. 6, 2021, speech on the White House Ellipse drew the “same number of people,” as the 1963 March on Washington where  Martin Luther King Jr. gave his “I Have a Dream” speech.",Donald Trump,"By Louis Jacobson • August 9, 2024",Mostly True
“Caitlin Clark declines $1 million offer from ABC to appear on ‘The View.’”,Facebook posts,"By Ciara O'Rourke • August 9, 2024",Mostly True
Image shows Hitler in similar scene as Trump.,Threads posts,"By Kwasi Gyamfi Asiedu • August 9, 2024",Mostly True
"""Tim Walz firmó una ley para dar licencia de conducir a inmigrantes ilegales en Minnesota"".",Byron Donalds,"By Maria Briceño • August 9, 2024",Mostly True
"""El crimen violento aumentó bajo Donald Trump"".",Tim Walz,"By Louis Jacobson • August 9, 2024",Mostly True
"""Tim Walz signed into law driver's licenses for illegal immigrants in Minnesota.""",Byron Donalds,"By Maria Briceño • August 9, 2024",Mostly True
Minnesota Gov. Tim Walz signed “legislation giving free college … to illegal immigrants.”,Lindsey Graham,"By Maria Ramirez Uribe • August 9, 2024",Mostly True
"“When Tim Walz was asked by his country to go to Iraq, do you know what he did? He dropped out of the Army and allowed his unit to go without him.”",JD Vance,"By Sara Swann • August 9, 2024",Mostly True
"“In 2021, Minnesotans were roughly five times more likely to move to Florida than vice versa” because they were “fleeing” the state under Democratic Gov. Tim Walz.",Ron DeSantis,"By Samantha Putterman • August 8, 2024",Mostly True
"A plane crashed into the Milad Tower, July 31, 2024.",Facebook posts,"By Marta Campabadal Graus • August 8, 2024",Mostly True
"""Actornautas aparecen en los videos de la NASA desde hace años mostrando el set de filmación en el supuesto alunizaje”.",Facebook posts,"By Maria Briceño • August 8, 2024",Mostly True
"In negotiating releases of Americans held abroad, “(I) gave the opposing country NOTHING — and never any cash.”",Donald Trump,"By Maria Ramirez Uribe • August 7, 2024",Mostly True
"In Pompano Beach, Florida, Somali immigrants illegally in the U.S. were in line to get driver’s licenses and “all you need to vote is a driver's license.”",Instagram posts,"By Kwasi Gyamfi Asiedu • August 7, 2024",Mostly True
“Violent crime was up under Donald Trump.”,Tim Walz,"By Louis Jacobson • August 7, 2024",Mostly True
President Joe Biden walked “onto an empty airplane for no reason.”,Instagram posts,"By Ciara O'Rourke • August 7, 2024",Mostly True
“Police found human remains and evidence of cannibalism” at  Oprah Winfrey’s home.,Viral image,"By Ciara O'Rourke • August 7, 2024",Mostly True
"“Michael Jordan rejects $400 million Disney offer, stating, ‘I do not collaborate with companies aligned with woke ideologies.’”",Facebook posts,"By Ciara O'Rourke • August 7, 2024",Mostly True
“Scientists at Exeter University have reconstructed this 3D model of how Moses might have looked.”,Viral image,"By Ciara O'Rourke • August 7, 2024",Mostly True
"During the 2020 Minnesota riots after George Floyd’s murder, Gov. Tim Walz didn’t call in the National Guard, “so, I sent in the National Guard to save Minneapolis.”",Donald Trump,"By Amy Sherman • August 7, 2024",Mostly True
"“Elon Musk calls for ban on ‘The View,’ ‘I’d rather walk barefoot on hot asphalt than watch ‘The View.’”",Facebook posts,"By Ciara O'Rourke • August 7, 2024",Mostly True
Kamala Harris “supports mandatory gun confiscation.”,Donald Trump,"By Amy Sherman • August 7, 2024",Mostly True
Donald Trump “intends to cut” Medicare.,Kamala Harris,"By Louis Jacobson • August 7, 2024",Mostly True
"Eric Hovde “wants to repeal the Affordable Care Act, and kick millions off their health insurance.”",Tammy Baldwin,"By Hope Karnopp • August 7, 2024",Mostly True
Tim Walz “changed the Minnesota flag so it could resemble the Somalian flag.”,X posts,"By Jeff Cercone • August 6, 2024",Mostly True
"“Elon Musk backs Caitlin Clark, offers $10 million endorsement.”",Facebook posts,"By Ciara O'Rourke • August 6, 2024",Mostly True
"Kamala Harris’ X post said the Olympics’ opening ceremony “made France look great! America, this is what we need to strive towards!”",Social Media,"By Sabine Martin • August 6, 2024",Mostly True
Photo shows Israeli swimmers protesting Olympic rules by spelling out “bring them home.”,Facebook posts,"By Ciara O'Rourke • August 6, 2024",Mostly True
“Nowhere on her birth certificate does it say that she is BLACK OR AFRICAN. …  Kamala Harris is NOT black and never has been.”,Laura Loomer,"By Jeff Cercone • August 6, 2024",Mostly True
"""Since Vice President Harris and I took office … incomes have risen faster than prices.""",Joe Biden,"By Louis Jacobson • August 6, 2024",Mostly True
Video shows a “strong tornado in Atlanta.”,Viral image,"By Ciara O'Rourke • August 5, 2024",Mostly True
Says Simone Biles “announces retirement” and “reveals she is ‘expecting a baby.’”,Facebook posts,"By Ciara O'Rourke • August 5, 2024",Mostly True
"Olympic air pistol shooting medalist took up the sport during his divorce and told his ex-wife from the podium, “I want my dog back.”",Instagram posts,"By Jeff Cercone • August 5, 2024",Mostly True
"""Samsung drops out of $1 billion advertising campaign with Olympics.""",Facebook posts,"By Kwasi Gyamfi Asiedu • August 2, 2024",Mostly True
"""Mark Zuckerberg, CEO de Meta, ha retirado la verificación” de Nicolás Maduro en Facebook e Instagram.",Facebook posts,"By Marta Campabadal Graus • August 2, 2024",Mostly True
El 31 de julio de 2024 confirmaron el fallecimiento del expresidente Donald Trump en un accidente de helicóptero.,Facebook posts,"By Maria Briceño • August 2, 2024",Mostly True
Biden Executive Order 14019  “requires our taxpayer-funded federal agencies to violate the Hatch Act and engage in illegal vote harvesting.”,Claudia Tenney,"By Jill Terreri Ramos • August 2, 2024",Mostly True
Vice President Kamala Harris “was born in Canada.”,Threads posts,"By Sara Swann • August 1, 2024",Mostly True
Switzerland “no longer recognizes Islam as an official religion.”,Threads posts,"By Ciara O'Rourke • July 31, 2024",Mostly True
“Netflix loses 6 million subscribers within hours of donation announcement.”,Facebook posts,"By Ciara O'Rourke • July 31, 2024",Mostly True
“Estados Unidos decide INVADIR VENEZUELA”.,Facebook posts,"By Maria Briceño • July 31, 2024",Mostly True
President Joe Biden “killed his first wife.”,Instagram posts,"By Ciara O'Rourke • July 31, 2024",Mostly True
"Kamala Harris was “Indian all the way, and then all of a sudden, she made a turn and she went, she became a Black person.”",Donald Trump,"By Samantha Putterman • July 31, 2024",Mostly True
"""Donald Trump intends to cut Social Security.""",Kamala Harris,"By Louis Jacobson • July 31, 2024",Mostly True
"“Even before the pandemic, America went into a manufacturing recession.”",Pete Buttigieg,"By Louis Jacobson • July 31, 2024",Mostly True
Video shows that “JD Vance endorses Project 2025.”,Kamala Harris,"By Madison Czopek • July 31, 2024",Mostly True
"""Kamala just launched her presidential campaign on RuPaul's Drag Race.""",Social Media,"By Kwasi Gyamfi Asiedu • July 31, 2024",Mostly True
"Says Kamala Harris tweeted, “It’s BLACK LIVES MATTER, not ‘Biden Loves Minors!’”",Viral image,"By Ciara O'Rourke • July 31, 2024",Mostly True
Says Kamala Harris proposed on X that “we have the next debate at a venue Donald Trump feels more comfortable: Jeffrey Epstein’s townhouse.”,Viral image,"By Ciara O'Rourke • July 31, 2024",Mostly True
Vice President Kamala Harris “endorsed free taxpayer-funded government health care for all illegal aliens.”,Donald Trump,"By Stephanie Armour • July 31, 2024",Mostly True
Sen. JD Vance is “known for his obsession with couches.”,JB Pritzker,"By Loreben Tuquero • July 31, 2024",Mostly True
Este video muestra un robo de votos en la elección del 2024 en Venezuela.,Instagram posts,"By Maria Briceño • July 30, 2024",Mostly True
Video shows “thousands of Christians in France gathered to pray after Olympics opening mocked Jesus Christ.”,Instagram posts,"By Sara Swann • July 30, 2024",Mostly True
Project 2025 would end gay marriage.,Social Media,"By Grace Abels • July 30, 2024",Mostly True
“Netflix stock tumbles almost 40%” after the company donated to Kamala Harris’ campaign.,Facebook posts,"By Mia Penner • July 30, 2024",Mostly True
Vice President Kamala Harris is “calling for an end to the child tax credit.”,JD Vance,"By Samantha Putterman • July 30, 2024",Mostly True
Video shows “several masked men stormed a local voting station and stole the ballot boxes” in Venezuela’s 2024 election.,X posts,"By Maria Briceño • July 30, 2024",Mostly True
Kamala Harris “wants to defund the police.”,Donald Trump,"By Amy Sherman • July 30, 2024",Mostly True
“100 million ballots (Democrats) prefilled now have the wrong name.”,Social Media,"By Loreben Tuquero • July 29, 2024",Mostly True
"""Mike Pence endorsed Kamala Harris.”",TikTok posts,"By Jeff Cercone • July 29, 2024",Mostly True
"Kamala Harris said, “Today we celebrate the Olympics. Because Olympians are Olympic.”",Threads posts,"By Sara Swann • July 29, 2024",Mostly True
Kamala Harris “supported abolishing ICE.”,Donald Trump,"By Amy Sherman • July 29, 2024",Mostly True
Rose Garden video shows that President Joe Biden was taller when he emerged from July 24 Oval Office speech.,Instagram posts,"By Sara Swann • July 26, 2024",Mostly True
"“Today, America has record energy production and we are energy independent.”",Kamala Harris,"By Louis Jacobson • July 26, 2024",Mostly True
"""Taylor Swift y Beyoncé se unen para un concierto épico en apoyo a Kamala Harris!"".",X posts,"By Marta Campabadal Graus • July 26, 2024",Mostly True
ABC News reporter said “government tried to kill” former President Donald Trump.,Social Media,"By Jeff Cercone • July 26, 2024",Mostly True
"Thomas Matthew Crooks worked for BlackRock ""in the past"" and BlackRock owned the building Crooks stood on when he shot at the Trump campaign rally.",Facebook posts,"By Kwasi Gyamfi Asiedu • July 26, 2024",Mostly True
"Bruce Willis murió, 23 de julio de 2024.",Facebook posts,"By Marta Campabadal Graus • July 25, 2024",Mostly True
"Financial advisory company Austin Private Wealth shorted 12 million shares of Trump Media July 12, the day before former President Donald Trump’s attempted assassination.",Instagram posts,"By Loreben Tuquero • July 25, 2024",Mostly True
Video shows President Joe Biden’s July 24 address is “either CGI or a mask.”,Viral image,"By Ciara O'Rourke • July 25, 2024",Mostly True
Videos show Jill Biden alone in Paris and at White House with Joe Biden at the same time.,X posts,"By Jeff Cercone • July 25, 2024",Mostly True
Imágenes muestran a la subdirectora del FBI Janeen DiGuiseppi sentada detrás del expresidente Donald Trump durante su intento de asesinato.,X posts,"By Marta Campabadal Graus • July 25, 2024",Mostly True
"Says Bruce Willis died, as of July 23, 2024.",Viral image,"By Ciara O'Rourke • July 25, 2024",Mostly True
Says Taylor Swift “announced a fund raising concert with Beyoncé in support of Harris” on July 23.,Threads posts,"By Ciara O'Rourke • July 25, 2024",Mostly True
Image shows former President Donald Trump golfing July 23 with “no wound. No bandage.”,Viral image,"By Ciara O'Rourke • July 25, 2024",Mostly True
President Joe Biden is stepping down from the 2024 presidential race because he’s dead.,Instagram posts,"By Ciara O'Rourke • July 25, 2024",Mostly True
"""Muere la madre de Michelle Obama, deja herencia a 'Mi hijo Michael'"".",X posts,"By Marta Campabadal Graus • July 25, 2024",Mostly True
"Usha Vance, wife of Republican vice presidential nominee JD Vance, posted on X that Vice President Kamala Harris was “absolutely a DEI hire.”",Threads posts,"By Sara Swann • July 24, 2024",Mostly True
Photo shows “Thomas Matthew Crooks wearing a quipá.”,Viral image,"By Ciara O'Rourke • July 24, 2024",Mostly True
"The death of Rep. Sheila Jackson Lee, D-Texas, six days after the Trump rally shooting was linked to her “oversight of the Secret Service.”",X posts,"By Madison Czopek • July 24, 2024",Mostly True
"As of July 23, 2024, “Trump has announced he won’t debate Kamala Harris.”",Threads posts,"By Mia Penner • July 24, 2024",Mostly True
Starbucks was an “official sponsor of the RNC.”,Facebook posts,"By Ranjan Jindal • July 24, 2024",Mostly True
"""Kamala Harris no es elegible para postularse para la presidencia. Ninguno de sus padres eran ciudadanos estadounidenses natos cuando ella nació"".",X posts,"By Marta Campabadal Graus • July 24, 2024",Mostly True
"“Michelle Obama’s mother dies, leaves inheritance to ‘my son Michael.’”",Viral image,"By Ciara O'Rourke • July 24, 2024",Mostly True
Project 2025 calls for restricting “access to IVF and contraception.”,Kamala Harris,"By Samantha Putterman • July 24, 2024",Mostly True
"President Joe Biden appointed ""Kamala Harris to be his border czar to deal with illegal immigration … Harris was put in charge of stopping illegal immigration.""",Republican National Committee,"By Maria Ramirez Uribe • July 24, 2024",Mostly True
Images show FBI assistant director Janeen DiGuiseppi seated behind former President Donald Trump during his assassination attempt.,Facebook posts,"By Kwasi Gyamfi Asiedu • July 23, 2024",Mostly True
"Fox News aired a chyron that said, “Kamala could be the oldest elected female president.”",Viral image,"By Ciara O'Rourke • July 23, 2024",Mostly True
The absence of the presidential seal on President Joe Biden’s letter announcing his exit from the presidential race proves “this wasn’t Biden’s choice.”,X posts,"By Loreben Tuquero • July 23, 2024",Mostly True
Photo shows Trump shooter Thomas Matthew Crooks was transgender.,Instagram posts,"By Ranjan Jindal • July 23, 2024",Mostly True
There are nine states “where Biden’s name can’t be removed and no one can be added. That’s over 130 electoral votes in the toilet.”,Instagram posts,"By Ranjan Jindal • July 23, 2024",Mostly True
“The state of Washington has already sent out their ballots” for the 2024 presidential election.,Instagram posts,"By Madison Czopek • July 23, 2024",Mostly True
"Former President Jimmy Carter “passed away Tuesday, July 23, at 01:34 am at his home in Plains, Georgia at the age of 99.”",X posts,"By Mia Penner • July 23, 2024",Mostly True
Project 2025 would “end Head Start.”,Kamala Harris,"By Louis Jacobson • July 23, 2024",Mostly True
"Says former President Donald Trump said, “It took my entire ear off. The whole ear.”",Viral image,"By Ciara O'Rourke • July 22, 2024",Mostly True
"Kamala Harris “returned” a $5,000 donation Donald Trump made to her campaign in 2011.",Threads posts,"By Sara Swann • July 22, 2024",Mostly True
Kamala Harris “is not eligible to hold the office of president” because her parents were non-citizens.,Instagram posts,"By Jeff Cercone • July 22, 2024",Mostly True
A July 21 video aired by PBS News shows President Joe Biden’s “first video address following dropping out of the presidential race.”,X posts,"By Loreben Tuquero • July 22, 2024",Mostly True
Bill Gates is responsible for July 19 global tech outage.,X posts,"By Kwasi Gyamfi Asiedu • July 19, 2024",Mostly True
"An executive of the gay dating app Grindr said the Republican National Convention is ""basically Grindr’s Super Bowl.'”",X posts,"By Mia Penner • July 19, 2024",Mostly True
A photo shows a Secret Service sniper at the July 13 Trump rally wearing a red string bracelet tied to Kabbalah Judaism.,Facebook posts,"By Mia Penner • July 19, 2024",Mostly True
"After being shot at a Milwaukee rally in 1912, former President Teddy Roosevelt “finished his speech and he kept fighting.”",Donald Trump Jr.,"By Madeline Heim • July 18, 2024",Mostly True
"""Unlike Mike Pence, (JD) Vance said he would have carried out Trump's plan to overturn the 2020 election.""",Kamala Harris,"By Amy Sherman • July 18, 2024",Mostly True
A photo shows proof of a bullet hole in Trump’s jacket.,Facebook posts,"By Mia Penner • July 17, 2024",Mostly True
"Milwaukee's Marcus Performing Arts Center – where 'The Daily Show' had been scheduled – “was originally located in the ‘soft perimeter,’ they called it, security-wise” but “was shifted, understandably so, to the ‘hard perimeter.’”",Jon Stewart,"By Madeline Heim • July 17, 2024",Mostly True
"“Just last week, Ruben Gallego voted to let the millions of people who poured into our country illegally cast a ballot in this upcoming election.”",Kari Lake,"By Amy Sherman • July 17, 2024",Mostly True
The Secret Service staged the July 13 shooting at Trump rally.,Threads posts,"By Kwasi Gyamfi Asiedu • July 17, 2024",Mostly True
Video shows Donald Trump sleeping at the Republican National Convention’s first night.,X posts,"By Kwasi Gyamfi Asiedu • July 17, 2024",Mostly True
"Photo shows that two days after former President Donald Trump’s attempted assassination, the top part of his ear “grew back.”",Threads posts,"By Loreben Tuquero • July 16, 2024",Mostly True
The shooter who attempted to assassinate Donald Trump was “Maxwell Yearick.”,Instagram posts,"By Loreben Tuquero • July 16, 2024",Mostly True
Photos show former President Donald Trump golfing after being shot.,Social Media,"By Sara Swann • July 16, 2024",Mostly True
Switzerland banned mammograms.,Instagram posts,"By Mia Penner • July 16, 2024",Mostly True
Trump campaign rally gunman Thomas Matthew Crooks was “arrested more than once.”,Threads posts,"By Ranjan Jindal • July 16, 2024",Mostly True
"A Secret Service agent named Jonathan Willis said he “had the assassin in his sights for 3 minutes, but he was told not to engage by the head of the (Secret Service) unit.”",Instagram posts,"By Madison Czopek • July 15, 2024",Mostly True
"Photo shows the Instagram account of shooter Thomas Matthew Crooks, with the bio, “In my quest to end Epsteins evil empire.”",Threads posts,"By Loreben Tuquero • July 15, 2024",Mostly True
Video shows Trump gunman Thomas Matthew Crooks yelling “slash Republican throats”,X posts,"By Ranjan Jindal • July 15, 2024",Mostly True
"Photo shows Barron Trump on July 13, 2024, at Butler, Pennsylvania, rally.",Threads posts,"By Sara Swann • July 15, 2024",Mostly True
Thomas Crooks “was a registered Democrat who voted for Clinton and Biden.”,Facebook posts,"By Grace Abels • July 15, 2024",Mostly True
Photo shows Secret Service agents smiling while escorting Donald Trump offstage after assassination attempt.,Threads posts,"By Loreben Tuquero • July 15, 2024",Mostly True
"Donald Trump escenificó el tiroteo en su mitin en Butler, Pensilvania.",X posts,"By Marta Campabadal Graus • July 15, 2024",Mostly True
“The idea that there’s political violence or violence in America like this is just unheard of.”,Joe Biden,"By Louis Jacobson • July 15, 2024",Mostly True
"Estas imágenes muestran a Thomas Matthew Crooks, el sospechoso del tiroteo en el mitin de Donald Trump.",Social Media,"By Maria Briceño • July 15, 2024",Mostly True
A photo from viral social media posts shows Trump rally shooting suspect Thomas Matthew Crooks.,Social Media,"By Kwasi Gyamfi Asiedu • July 14, 2024",Mostly True
"Donald Trump staged the shooting at his rally in Butler, Pennsylvania.",Social Media,"By Samantha Putterman • July 14, 2024",Mostly True
"“El que disparo Donald Trump, Mark Violets ha sido asesinado.”",Instagram posts,"By Maria Ramirez Uribe • July 14, 2024",Mostly True
“Butler Police confirm the shooter’s name is Mark Violets. He is a known Antifa extremist.”,Facebook posts,"By Maria Ramirez Uribe • July 14, 2024",Mostly True
"“Trump rally shooter has been identified as 32-year-old California resident, Hank Pecker.”",Threads posts,"By Loreben Tuquero • July 14, 2024",Mostly True
"""The Trump administration handed out taxpayer dollars to a foreign company. Hundreds of homes and farms were bulldozed, and over $500 million in taxpayer dollars were wasted preparing for Foxconn.""",Joe Biden,"By D.L. Davis • July 13, 2024",Mostly True
"""Project 2025 eliminates OSHA and overtime wages.”",Threads posts,"By Jeff Cercone • July 12, 2024",Mostly True
"Lower insulin prices were the work of the Trump administration, not “Crooked Joe Biden. He had NOTHING to do with it.”",Donald Trump,"By Jacob Gardenswartz • July 12, 2024",Mostly True
"BBC News published a graphic quoting President Joe Biden saying, “Let me say this as clearly and simply as I can: [inaudible].”",Social Media,"By Loreben Tuquero • July 12, 2024",Mostly True
"“Anyone on Social Security or Disability should know, Project 2025 totally eliminates
all benefits.”",D.L. Hughley,"By Kwasi Gyamfi Asiedu • July 12, 2024",Mostly True
List shows settlements Donald Trump made to 10- to 13-year-old victims of child sex crimes.,Threads posts,"By Loreben Tuquero • July 12, 2024",Mostly True
CNN producer “caught on hot mic” commenting on Maxine Waters’ “wig problem.”,Instagram posts,"By Ranjan Jindal • July 12, 2024",Mostly True
"In 2020, “only nine NATO allies were spending 2%” of their GDP on defense. “This year, 23 will spend at least 2%.”",Joe Biden,"By Madison Czopek • July 12, 2024",Mostly True
"“(Homeland Security Secretary Alejandro) Mayorkas said, ‘Hey you don’t have to detain aggravated felons,’ those are rapists, child predators, you know, murderers.”",Michael McCaul,"By Maria Ramirez Uribe • July 11, 2024",Mostly True
LGBTQ+ leaders sign World Economic Forum treaty to “Accept Pedophiles as 'Legally Protected Minority’”,X posts,"By Grace Abels • July 11, 2024",Mostly True
