claim,source,date,label
The Trump administration identified $1.9 billion in federal dollars going to a “decarbonization of homes” group Stacey Abrams “headed up.”,Donald Trump,"By Madison Czopek • March 5, 2025",Mostly True
"President Donald Trump posted on X that “If the Dow drops 1,000 points in two days the President should be impeached immediately.”",X posts,"By Loreben Tuquero • March 5, 2025",Mostly True
Elon Musk posted on X that billionaires are “tired of subsidizing” public services.,Social Media,"By Claire Cranford • March 4, 2025",Mostly True
"“After the referendum, Milwaukee Public Schools has a larger tax levy than the City of Milwaukee.”",Cavalier Johnson,"By D.L. Davis • March 3, 2025",Mostly True
"“DOGE discovers Louisiana man with 34 different names, addresses, and Social Security numbers. He was collecting $1,168,646 in (Social Security) per year.”",Facebook posts,"By Loreben Tuquero • February 28, 2025",Mostly True
“The Texas measles outbreak is pure propaganda” because media outlets used stock images.,Threads posts,"By Jeff Cercone • February 28, 2025",Mostly True
"Maine Gov. Janet Mills said, “If (President) Donald Trump stops federal funding to Maine, we the people of Maine will take out federal taxes from all paychecks and no taxes will be paid to the federal government.”",Social Media,"By Sara Swann • February 28, 2025",Mostly True
"A measles outbreak in Gaines County, Texas, was caused by “a public health initiative” to “distribute free measles vaccines.”",Facebook posts,"By Loreben Tuquero • February 28, 2025",Mostly True
“90% of the (school) districts in Wisconsin already have a policy” banning cellphones during class time.,Joel Kitchens,"By Hope Karnopp • February 28, 2025",Mostly True
"Zero votes for 2024 Democratic presidential nominee Kamala Harris in Rockland County, New York, precinct proves Elon Musk hacked 2024 presidential election.",Social Media,"By Jeff Cercone • February 26, 2025",Mostly True
"Former President Joe Biden “fired” 14,000 Keystone XL pipeline workers “​​on day one” of his administration.",Facebook posts,"By Madison Czopek • February 26, 2025",Mostly True
“We've never audited government for 100 years.”,Kevin O'Leary,"By Louis Jacobson • February 26, 2025",Mostly True
"U.S. Secretary of Health and Human Services Robert F. Kennedy Jr. wrote on X, “In my first 6 months as HHS secretary … I’ll ban chemtrails.”",Viral image,"By Ciara O'Rourke • February 26, 2025",Mostly True
“Breaking News: Rep. Ilhan Omar has been removed from the House Foreign Affairs Committee.”,Instagram posts,"By Ciara O'Rourke • February 26, 2025",Mostly True
“La presidenta de México Claudia Sheinbaum PROHIBE la entrada al nuevo IPHONE de la empresa tecnológica.”,Facebook posts,"By Maria Briceño • February 26, 2025",Mostly True
Photos show Elon Musk in a fight during a science conference.,Facebook posts,"By Sofia Ahmed • February 26, 2025",Mostly True
“Stacey Abrams stole $2 BILLION from taxpayers.”,Facebook posts,"By Caleb McCullough • February 26, 2025",Mostly True
"“I am not making this up: Republicans have introduced legislation … to increase your bank fees.""",Pete Buttigieg,"By Caleb McCullough • February 26, 2025",Mostly True
"It’s “official” that President Donald Trump is signing an “order from Elon Musk giving taxpayers who have filed their 2024 tax returns a stimulus check for $5,000.”",Facebook posts,"By Sara Swann • February 26, 2025",Mostly True
“The single biggest driver of our national debt since 2001 has been Republican tax cuts.”,Patty Murray,"By Louis Jacobson • February 25, 2025",Mostly True
“Noticia de Ultima Hora! Su Santidad el Papa Francisco ha fallecido” el 24 de febrero del 2025.,Facebook posts,"By Maria Briceño • February 25, 2025",Mostly True
“Malia Obama received $2.2 million in funds from USAID.”,Instagram posts,"By Ciara O'Rourke • February 25, 2025",Mostly True
"Pope Francis died as of Feb. 23, 2025.",Facebook posts,"By Ciara O'Rourke • February 25, 2025",Mostly True
Ukraine President Volodymyr Zelenskyy “blocked Truth Social in Ukraine.”,Social Media,"By Claire Cranford • February 25, 2025",Mostly True
The Chicago Cubs owner is bankrolling Brad Schimel.,Social Media,"By Madeline Heim • February 25, 2025",Mostly True
Elon Musk posted on X he is planning to suspend Ukraine President Volodymyr Zelenskyy’s X account.,Threads posts,"By Sofia Ahmed • February 24, 2025",Mostly True
"""The Philadelphia Eagles have declined their invitation to the White House,” as of Feb. 24.",Social Media,"By Jeff Cercone • February 24, 2025",Mostly True
Elon Musk “contracted a helicopter and the first DOGE payments are being” dispersed in California.,Facebook posts,"By Jeff Cercone • February 24, 2025",Mostly True
“Delta plane that crashed in Toronto operated by Endeavor Air with all-female flight crew.”,Instagram posts,"By Sofia Ahmed • February 21, 2025",Mostly True
"Says Luigi Mangione posted on X, “He who saves his country does not violate any law.”",Viral image,"By Ciara O'Rourke • February 21, 2025",Mostly True
“The media is showing how Obama’s birth certificate was changed! He was never born in the U.S. so he was never a real president!”,Facebook posts,"By Ciara O'Rourke • February 21, 2025",Mostly True
President Joe Biden’s immigration policy was “a giant voter importation scam.”,Elon Musk,"By Maria Ramirez Uribe • February 21, 2025",Mostly True
El congresista Adriano Espaillat muestra “La nueva bandera que están promoviendo para República Dominicana que se va a llamar 'DominicoHaiti'”.,Facebook posts,"By Maria Briceño • February 21, 2025",Mostly True
“US Debt Clock” numbers prove “DOGE has saved taxpayers $64 billion dollars in just 17 days.”,Social Media,"By Sara Swann • February 21, 2025",Mostly True
"Video shows White House Press Secretary Karoline Leavitt saying Americans can get $4,800 subsidy because Department of Government Efficiency cuts found “extra money.”",Facebook posts,"By Jeff Cercone • February 21, 2025",Mostly True
"Says Barron Trump posted on X, “We’re on the brink of uncovering a dark legacy in this country that’s been hidden for far too long.”",Instagram posts,"By Ciara O'Rourke • February 21, 2025",Mostly True
"Says Elon Musk said on X, “Spoiled crybabies across the country are protesting against America’s golden age. Brats like them should go to prison.”",Viral image,"By Ciara O'Rourke • February 21, 2025",Mostly True
“The very LIBERAL 9th Circuit Court has ruled that 84 of Biden's last-minute pardons are unconstitutional.”,Facebook posts,"By Ciara O'Rourke • February 21, 2025",Mostly True
Video shows Barron Trump singing on “America’s Got Talent.”,Facebook posts,"By Ciara O'Rourke • February 21, 2025",Mostly True
“You either have XX or XY chromosomes. Those are the options.”,Nancy Mace,"By Grace Abels • February 21, 2025",Mostly True
"A photo shows Jonathan Simpson, the pilot of “Delta’s crash in Toronto, Canada.”",Threads posts,"By Sofia Ahmed • February 20, 2025",Mostly True
“Elon Musk just ordered all federal workers to be tested for drugs and those that fail have 30 days to retest clean or be fired.”,Threads posts,"By Kwasi Gyamfi Asiedu • February 20, 2025",Mostly True
Volodymyr Zelenskyy “started” the war in Ukraine with Russia.,Donald Trump,"By Claire Cranford • February 19, 2025",Mostly True
“Barack and Michelle Obama locked in bombshell divorce of the century.”,Facebook posts,"By Jeff Cercone • February 19, 2025",Mostly True
“An ICE minivan was reportedly set on fire in Philadelphia.”,Social Media,"By Sofia Ahmed • February 19, 2025",Mostly True
"Mexican President Claudia Sheinbaum said, “I told President (Donald) Trump the best way to make rapists and criminals feel unwelcome in the U.S. is for their citizens to stop electing them.”",Facebook posts,"By Sara Swann • February 19, 2025",Mostly True
Michael Jordan said that “any athlete who kneels for our national anthem should lose their medal.”,Facebook posts,"By Claire Cranford • February 19, 2025",Mostly True
Video shows X owner Elon Musk promoted a “bedtime trick” to cure diabetes.,Facebook posts,"By Sofia Ahmed • February 19, 2025",Mostly True
Wisconsin does not “require judges to automatically recuse just because they have done some kind of legal work in the past as a lawyer.”,Susan Crawford,"By Hope Karnopp • February 19, 2025",Mostly True
“The NFL admits to canceling Elon's DOGE Super Bowl ads.”,Threads posts,"By Kwasi Gyamfi Asiedu • February 18, 2025",Mostly True
“DOGE subcommittee discovered $2.7 trillion in improper” Medicaid and Medicare payments to people overseas.,Social Media,"By Sofia Ahmed • February 18, 2025",Mostly True
"Rep. Nancy Pelosi has a $223,000 salary and a $202 million net worth. Sen. Mitch McConnell has a $200,000 salary and a $95 million net worth. Sen. Chuck Schumer has a $210,000 salary and a $75 million net worth. Sen. Elizabeth Warren has a $285,000 salary and a $67 million net worth.",X posts,"By Sara Swann • February 18, 2025",Mostly True
"The federal workforce grew from 2.1 to 3 million under President Joe Biden, “a 46% increase since Biden took office.”",X posts,"By Caleb McCullough • February 18, 2025",Mostly True
“Elon Musk announced that he will not sell Tesla Cybertruck to anyone belonging to the ‘pride’ community.”,Facebook posts,"By Grace Abels • February 17, 2025",Mostly True
"“Mel Gibson passes on $100 million Netflix deal to work with Robert De Niro, declares: ‘Keep that woke clown away from me.’”",Facebook posts,"By Loreben Tuquero • February 17, 2025",Mostly True
"Under the SAVE Act, “if you are a woman that has changed your name from your birth certificate, let’s say through marriage … you are no longer eligible to vote.”",TikTok posts,"By Caleb McCullough • February 17, 2025",Mostly True
“FEMA sent $59M LAST WEEK to luxury hotels in New York City to house illegal migrants… That money is meant for American disaster relief.”,Elon Musk,"By Maria Ramirez Uribe • February 14, 2025",Mostly True
An episode of “The Simpsons” showed a President Donald Trump-like character in a coffin and predicted Feb. 14 would be the “day everything changes.”,Facebook posts,"By Sofia Ahmed • February 14, 2025",Mostly True
Former USAID Administrator Samantha Power’s net worth “skyrocketed” from $6.7 million to $30 million in three years.,Mario Nawfal,"By Loreben Tuquero • February 14, 2025",Mostly True
Pennsylvania Gov. Josh Shapiro is “being charged with the attempted assassination of Trump.”,Social Media,"By Jeff Cercone • February 14, 2025",Mostly True
"President Donald Trump said he “‘didn’t have time’ to meet the families of the men, women and children who tragically died in the plane crash.”",Threads posts,"By Kwasi Gyamfi Asiedu • February 14, 2025",Mostly True
Photo shows National Intelligence Director Tulsi Gabbard and President Donald Trump at her swearing-in.,Viral image,"By Ciara O'Rourke • February 14, 2025",Mostly True
"The United States is “last in education out of 40 states … but we're number one in cost per pupil.""",Donald Trump,"By Caleb McCullough • February 13, 2025",Mostly True
Elon Musk spent $40 million to buy five Super Bowl Commercial ads to promote DOGE.,Facebook posts,"By Sofia Ahmed • February 13, 2025",Mostly True
Coca-Cola “sells out its own workers to ICE.”,Instagram posts,"By Maria Briceño • February 13, 2025",Mostly True
Video shows a sinkhole opened in New York City in February 2025.,Instagram posts,"By Sara Swann • February 13, 2025",Mostly True
Video shows celebrities wearing T-shirts with graphics of a middle finger and the word “Kanye.”,Viral image,"By Ciara O'Rourke • February 13, 2025",Mostly True
"Says Kash Patel said, “FBI investigation uncovers 256 emails between Adam Schiff and Jeffrey Epstein.”",Instagram posts,"By Ciara O'Rourke • February 12, 2025",Mostly True
Photo shows Mexican President Claudia Sheinbaum wearing a “Make America Mexicana Again” hat.,Viral image,"By Ciara O'Rourke • February 12, 2025",Mostly True
"Says Mexican President Claudia Sheinbaum told President Donald Trump, “They will beg us to tear down this ugly wall.”",Facebook posts,"By Ciara O'Rourke • February 12, 2025",Mostly True
"Bill Gates said, “Defunding USAID will bring about another mystery illness across the world.”",Social Media,"By Sofia Ahmed • February 12, 2025",Mostly True
“JAG arrests … USDA Inspector General Phyllis Fong.”,Facebook posts,"By Ciara O'Rourke • February 11, 2025",Mostly True
Video shows President Donald Trump was “booed at the Super Bowl.”,Viral image,"By Ciara O'Rourke • February 11, 2025",Mostly True
"Says U.S. Sen. Elizabeth Warren said, “There is nothing in the Constitution that says ordinary citizens have a right to see what we spend our tax dollars on.”",Instagram posts,"By Ciara O'Rourke • February 11, 2025",Mostly True
Photo shows someone raising two middle fingers at President Donald Trump at the 2025 Super Bowl.,Viral image,"By Ciara O'Rourke • February 11, 2025",Mostly True
President Donald Trump posted that “the Chiefs’ Super Bowl performance was a disaster” and “too focused on DEI nonsense.”,Threads posts,"By Claire Cranford • February 11, 2025",Mostly True
A ‘60 Minutes’ clip shows Kamala Harris lying while cameras roll. “,Instagram posts,"By Sofia Ahmed • February 11, 2025",Mostly True
Ring is “alerting people about (Immigration and Customs Enforcement) raids.”,Instagram posts,"By Caleb McCullough • February 10, 2025",Mostly True
"As head football coach at Texas Tech University, “I recruited (Patrick Mahomes) ... I’ve got to be very good friends with him.”",Tommy Tuberville,"By Madison Czopek • February 9, 2025",Mostly True
"At Guantánamo Bay, “we'll have the capacity to continue to do there what we've always done. We've always had a presence of illegal immigrants there that have been detained.”",Kristi Noem,"By Maria Ramirez Uribe • February 9, 2025",Mostly True
"“Elon Musk officially cancelled USAID and fired all the staff. In his words, ‘we just toppled one of the biggest globalist terror organizations in history.’”",Facebook posts,"By Sofia Ahmed • February 7, 2025",Mostly True
"CBS News and “60 Minutes” “replaced” former Vice President Kamala Harris’ interview answers “with completely different, and far better, answers, taken from another part of the interview.”",Donald Trump,"By Sara Swann • February 7, 2025",Mostly True
The U.S. Army helicopter in the Jan. 29 plane collision was the same model of helicopter in the 2020 Kobe Bryant crash.,Instagram posts,"By Kwasi Gyamfi Asiedu • February 7, 2025",Mostly True
Recent plane crashes in the United States were “human sacrifice rituals” for the Super Bowl.,Instagram posts,"By Ciara O'Rourke • February 7, 2025",Mostly True
“Breaking news: Taylor Swift officially banned from Super Bowl 2025.”,Facebook posts,"By Loreben Tuquero • February 7, 2025",Mostly True
“Elon Musk says Italians should stay in Italy and the Japanese in Japan.”,Threads posts,"By Ciara O'Rourke • February 7, 2025",Mostly True
An image of a website error code shows the Trump administration “trolling” former Vice President Kamala Harris.,Viral image,"By Ciara O'Rourke • February 7, 2025",Mostly True
Graphic shows that the U.S. Agency for International Development paid Chelsea Clinton $84 million.,Social Media,"By Jeff Cercone • February 7, 2025",Mostly True
An E! News report said USAID paid millions of dollars to sponsor American celebrity visits to Ukraine.,Instagram posts,"By Sofia Ahmed • February 7, 2025",Mostly True
"""Empresa Coca-Cola le pide perdón a los inmigrantes y le envían un mensaje especial a todos los afectados"".",Facebook posts,"By Maria Briceño • February 7, 2025",Mostly True
Early reports of four survivors show “this DC plane crash story isn’t adding up.”,Facebook posts,"By Madison Czopek • February 7, 2025",Mostly True
On support for U.S. Agency for International Development,Marco Rubio,"By Claire Cranford • February 7, 2025",Mostly True
"Says Elon Musk said, the Pentagon was spending $600 million a year on sushi.",Facebook posts,"By Ciara O'Rourke • February 6, 2025",Mostly True
Video shows Robert Kennedy Jr. promoting a diabetes cure.,Facebook posts,"By Ciara O'Rourke • February 6, 2025",Mostly True
Florida’s in-state college tuition waiver for immigrants in the country illegally costs the state $41 million.,Randy Fine,"By Samantha Putterman • February 6, 2025",Mostly True
Video shows Robert Kennedy Jr. promoting a diabetes cure.,Facebook posts,"By Ciara O'Rourke • February 6, 2025",Mostly True
Video shows President Donald Trump saying Mexicans call him “peachy cool arrow.”,Instagram posts,"By Loreben Tuquero • February 6, 2025",Mostly True
“Al patinador artístico estadounidense Jon Maravilla se le negó el embarque en el vuelo de American Airlines (hacía Washington D.C.) que posteriormente colisionó con un helicóptero”.,Threads posts,"By Maria Briceño • February 6, 2025",Mostly True
Federal websites updated with a nine-star flag that represents the Confederacy.,Social Media,"By Jeff Cercone • February 5, 2025",Mostly True
"From the U.S. Agency for International Development funding, “10 to 30 cents on the dollar is what actually goes to aid.”",Brian Mast,"By Amy Sherman • February 5, 2025",Mostly True
"Video shows a missile crashed in a Philadelphia neighborhood Jan. 31, not a jet.",Instagram posts,"By Ciara O'Rourke • February 5, 2025",Mostly True
"“U.S. figure skater Jon Maravilla was reportedly prevented from boarding a doomed flight to Washington, D.C.”",Threads posts,"By Ciara O'Rourke • February 5, 2025",Mostly True
"“El gobernador de California le ha dejado las cosas bien claras a Donald Trump que si llega a deportar a los inmigrantes que viven en California el estado independizara de Estados Unidos y se unirá con México"".",Instagram posts,"By Maria Briceño • February 5, 2025",Mostly True
"Mexico’s President Claudia Sheinbaum said, “I’m confused. I keep hearing everyone from America saying that my country is sending felons and (rapists) into their country. We thought that was encouraged … considering that’s what they chose to be their president.”",Instagram posts,"By Maria Briceño • February 5, 2025",Mostly True
"“The Trump administration is giving each and every adult in America $18,000.”",Instagram posts,"By Sara Swann • February 5, 2025",Mostly True
Ukrainian President Volodymyr Zelenskyy “just threw the whole Ukraine money laundering operation under the bus … by stating he’s received less than half of the over $177 billion in aid sent by the United States.”,Facebook posts,"By Caleb McCullough • February 5, 2025",Mostly True
“Melania wins $900 million ‘defamation lawsuit’ against The View & Sunny Hostin.”,Threads posts,"By Sofia Ahmed • February 4, 2025",Mostly True
"Says White House Press Secretary Karoline Leavitt said, “Jesus didn’t have electricity and he did just fine.”",Threads posts,"By Ciara O'Rourke • February 4, 2025",Mostly True
Video shows “airplane crash with helicopter in Washington D.C.”,Facebook posts,"By Ciara O'Rourke • February 4, 2025",Mostly True
Ukrainian officials released list of “kickbacks” given to 18 U.S. politicians.,Facebook posts,"By Jeff Cercone • February 4, 2025",Mostly True
CNN reported on the Potomac River plane and helicopter crash “hours before it happened.”,Instagram posts,"By Madison Czopek • February 4, 2025",Mostly True
“Elon Musk shocks the world by blocking Pride on X forever: ‘Children must come first.’”,Facebook posts,"By Ciara O'Rourke • February 4, 2025",Mostly True
"The National Human Trafficking Hotline “in the last four years decided that they would no longer report tips to law enforcement, that they would take a more victim-centered approach.”",Ashley Moody,"By Samantha Putterman • February 4, 2025",Mostly True
We’re one of the very few nations that allowed birthright citizenship.”,Ron Johnson,"By Hope Karnopp • February 4, 2025",Mostly True
The Black Hawk helicopter involved in the American Airlines crash “was being controlled remotely.”,Threads posts,"By Sofia Ahmed • February 3, 2025",Mostly True
"Video shows a dam breaking Sept. 28, 2024, in North Carolina.",Viral image,"By Ciara O'Rourke • February 3, 2025",Mostly True
"Photo shows “a dangerous serial killer” named Jaden Williams in Monroe, Louisiana.",Facebook posts,"By Sara Swann • February 3, 2025",Mostly True
"“1,500 IRS agents have submitted letters of resignation after Trump announced he would put 90,000 superfluous IRS personnel on border patrol.”",Instagram posts,"By Loreben Tuquero • February 3, 2025",Mostly True
Photo shows Black Hawk helicopter pilot in fatal crash worked for years with President Joe Biden at the White House.,Instagram posts,"By Jeff Cercone • February 3, 2025",Mostly True
"A Jan. 6, 2021, U.S. Capitol rioter pardoned by President Donald Trump was “killed when she used her 2A rights with a shotgun while being served for eviction.”",Threads posts,"By Ciara O'Rourke • January 31, 2025",Mostly True
“A dangerous Hispanic couple” is “on the run after killing 3 female police officers.”,Facebook posts,"By Ciara O'Rourke • January 31, 2025",Mostly True
Video shows “Donald Trump just announced that America will no longer give visas to Nigerians.”,Viral image,"By Ciara O'Rourke • January 31, 2025",Mostly True
“Donald Trump is reportedly furious with Elon Musk for convincing him to push out the head of the FAA because Musk was mad SpaceX got fined last September by the FAA for license violations.”,Threads posts,"By Sofia Ahmed • January 31, 2025",Mostly True
Imagen muestra a oficiales de inmigración arrestando a un hombre vestido con una camisa de “Latinos for Trump 2024”.,Instagram posts,"By Maria Briceño • January 31, 2025",Mostly True
“I changed the Obama policy (on hiring air traffic controllers) ... And then Biden came in and he changed it.”,Donald Trump,"By Caleb McCullough • January 31, 2025",Mostly True
“ICE just announced it is pausing the hotline where people can call to report undocumented immigrants because 90% of the calls are from people reporting Elon Musk.”,Threads posts,"By Ciara O'Rourke • January 31, 2025",Mostly True
“The Episcopal Archdiocese of Washington has removed” Bishop Mariann Budde “from the National Cathedral.”,Threads posts,"By Ciara O'Rourke • January 31, 2025",Mostly True
“Pilot of Blackhawk helicopter that crashed into passenger jet at Reagan National was a transgender woman named Jo Ellis.”,Facebook posts,"By Loreben Tuquero • January 31, 2025",Mostly True
"“As a Californian, we have given more to the recovery of other states than any other state in the union.”",Adam Schiff,"By Louis Jacobson • January 31, 2025",Mostly True
The U.S. has an egg shortage because the “Biden administration and the Department of Agriculture directed the mass killing of more than 100 million chickens.”,Karoline Leavitt,"By Jeff Cercone • January 30, 2025",Mostly True
"Says Treasury Secretary Scott Bessent posted on X, “I’m committed to eliminating income taxes, replacing them with a fair consumption tax, and adopting gold-backed currency.”",Viral image,"By Ciara O'Rourke • January 30, 2025",Mostly True
A video shows “people around the world” who are “protesting because Donald Trump is the president.”,Instagram posts,"By Sofia Ahmed • January 30, 2025",Mostly True
“Biden pardons are unconstitutional! 7th Circuit Court Judge Joseph Barron ruled that there is no provision to pardon someone who hasn’t been formally charged.”,Instagram posts,"By Ciara O'Rourke • January 30, 2025",Mostly True
“Pfizer just released its list of side effects of its COVID-19 vaccine.”,Facebook posts,"By Sofia Ahmed • January 30, 2025",Mostly True
“The VIP on the Black Hawk helicopter that crashed was Barack Obama.”,X posts,"By Sofia Ahmed • January 30, 2025",Mostly True
Image shows immigration officers arresting someone wearing a “Latinos for Trump 2024” shirt in 2025.,Viral image,"By Ciara O'Rourke • January 30, 2025",Mostly True
"Images show a “beautiful baby boy, estimated to be between 7 months to a year old … found dumped by the roadside” in January 2025.",Facebook posts,"By Ciara O'Rourke • January 30, 2025",Mostly True
Robert F. Kennedy Jr. “made $2.5 million off suing one of the entities that (he would be regulating) and plans to keep getting a take of every lawsuit in the future.”,Elizabeth Warren,"By Sara Swann • January 30, 2025",Mostly True
“DOGE and OMB also found that there was about to be $50 million taxpayer dollars that went out the door to fund condoms in Gaza.”,Karoline Leavitt,"By Caleb McCullough • January 30, 2025",Mostly True
"“JD Vance is in North Carolina, and he’s found furnished apartments to put the people in that have been living in tents.”",TikTok posts,"By Madison Czopek • January 30, 2025",Mostly True
Reps. Alexandria Ocasio-Cortez and Jamie Raskin “have filed articles of impeachment against President Trump for pardoning the J6 prisoners.”,Threads posts,"By Ciara O'Rourke • January 29, 2025",Mostly True
"""The Biden administration kicked 2,000 displaced North Carolinians out of their temporary housing into freezing 20-degree weather,"" earlier in January.",Donald Trump,"By Amy Sherman • January 29, 2025",Mostly True
“Gavin Newsom directed the removal of Elon Musk from the command post and ordered Cal Fire firefighters to return donated starlinks.”,Instagram posts,"By Ciara O'Rourke • January 29, 2025",Mostly True
"Says Eric Trump post on X, “Any and all who dare to defy the American Golden Age, heed this warning: You WILL lose. Tow the line, or we WILL run you down!”",Instagram posts,"By Ciara O'Rourke • January 29, 2025",Mostly True
North Carolina Republicans “took money out of western North Carolina” with Hurricane Helene relief bill.,Roy Cooper,"By Paul Specht • January 29, 2025",Mostly True
"“Under Trump's executive order, every single person in America is now legally classified as female.”",X posts,"By Grace Abels • January 29, 2025",Mostly True
“President Trump just announced full nationwide concealed carry reciprocity.”,Facebook posts,"By Ciara O'Rourke • January 29, 2025",Mostly True
Image shows President Donald Trump’s response “to Selena Gomez’ meltdown.”,Viral image,"By Ciara O'Rourke • January 28, 2025",Mostly True
"“The Fraternal Order of Police, the largest police union in the country, just released a statement rescinding their endorsement of President Trump.”",Threads posts,"By Ciara O'Rourke • January 28, 2025",Mostly True
“Serial killer Ryan Edward … is on the run after killing 3 female police officers.”,Viral image,"By Ciara O'Rourke • January 28, 2025",Mostly True
“El presidente Donald Trump acaba de firmar una orden ejecutiva que prohíbe la residencia permanente a inmigrantes que se casen con un ciudadano estadounidense”.,Instagram posts,"By Maria Briceño • January 28, 2025",Mostly True
"“Elon Musk confirms he will spend a massive amount to acquire MSNBC, vows to fire Joy Reid to ‘end toxicity.’”",Instagram posts,"By Ciara O'Rourke • January 28, 2025",Mostly True
Wisconsin makes it more difficult for its citizens to vote than almost any state in the nation.,Common Cause,"By Madeline Heim • January 28, 2025",Mostly True
A proposed constitutional amendment “would allow anyone to run for a 3rd term. Including — Barack Obama.”,Threads posts,"By Ciara O'Rourke • January 27, 2025",Mostly True
“BREAKING NEWS: Michael Jordan calls for ban on pride flag in sports and US school system.”,Facebook posts,"By Loreben Tuquero • January 27, 2025",Mostly True
"President Donald Trump signed an executive order to replace the IRS with the External Revenue Service, eliminating tax returns and income tax.",Facebook posts,"By Caleb McCullough • January 27, 2025",Mostly True
The words “help” and “trafico” in a Google Maps aerial view of Los Angeles are connected to human trafficking.,Facebook posts,"By Ciara O'Rourke • January 27, 2025",Mostly True
"“Whoopi Goldberg, Megan Rapinoe and Taylor Swift decide to leave the United States.”",Facebook posts,"By Ciara O'Rourke • January 27, 2025",Mostly True
President Donald Trump’s birthright citizenship executive order would affect former Vice President Kamala Harris’ citizenship status.,Threads posts,"By Kwasi Gyamfi Asiedu • January 24, 2025",Mostly True
"Photos show Jeffrey Thomas, a “serial killer on the loose.”",Facebook posts,"By Ciara O'Rourke • January 24, 2025",Mostly True
“The removal of birthright citizenship only applies to the children of those that are here ILLEGALLY.”,Threads posts,"By Madison Czopek • January 24, 2025",Mostly True
“The U.S. Senate has the votes to remove Trump from office if the House votes to impeach.”,X posts,"By Caleb McCullough • January 24, 2025",Mostly True
"After President Donald Trump took office, the U.S. government approved a 2025 $1,000 stimulus program for all Americans.",Facebook posts,"By Sara Swann • January 24, 2025",Mostly True
Video shows “roads heading to Mexico are jam packed as mass deportations have started.”,X posts,"By Loreben Tuquero • January 24, 2025",Mostly True
“FEMA has been directed back to North Carolina with $2 billion in emergency funds: ‘We transferred it from the programs that fund welfare for illegals. They don’t be needing it.’”,Facebook posts,"By Ciara O'Rourke • January 24, 2025",Mostly True
President Donald Trump declared “a state of emergency in Florida because of snow.”,Threads posts,"By Ciara O'Rourke • January 24, 2025",Mostly True
“CBS Evening News” anchor Norah O’Donnell was fired.,Threads posts,"By Jeff Cercone • January 24, 2025",Mostly True
"The U.S. House Select Committee that investigated the Jan. 6, 2021, attack on the U.S. Capitol “deleted and destroyed all of the information that they collected over two years.”",Donald Trump,"By Samantha Putterman • January 24, 2025",Mostly True
"Video muestra a inmigrantes en México que ""se dirigen al punto de control en el Paso Texas con el objetivo de entrar a la fuerza hacia los Estados Unidos debido a que aplicación CBP One quedó fuera de servicio"".",X posts,"By Marta Campabadal Graus • January 24, 2025",Mostly True
“Fani Willis has just confessed to collusion with J6 committee.”,Instagram posts,"By Sofia Ahmed • January 24, 2025",Mostly True
Image shows President Donald Trump responding to a picture rapper Ye drew of them.,Viral image,"By Ciara O'Rourke • January 23, 2025",Mostly True
Sen. John Fetterman is leaving the Democratic Party.,Threads posts,"By Ciara O'Rourke • January 23, 2025",Mostly True
"President Donald Trump ""just reversed all the cost caps Biden negotiated for anyone on Medicare or Medicaid.""",Facebook posts,"By Caleb McCullough • January 23, 2025",Mostly True
Elon Musk posted on X that the MAGA movement will “succeed in all the ways Nazi Germany failed to.”,X posts,"By Sara Swann • January 23, 2025",Mostly True
Former President Joe Biden “pardoned Michael Byrd.”,Facebook posts,"By Ciara O'Rourke • January 23, 2025",Mostly True
"""Our nation’s tallest mountain … has been called Denali for thousands of years.""",Lisa Murkowski,"By Kwasi Gyamfi Asiedu • January 23, 2025",Mostly True
Video shows Robert F. Kennedy Jr. promoting an alternative diabetes treatment.,Viral image,"By Ciara O'Rourke • January 23, 2025",Mostly True
“ICE has released the tip hotline to turn in illegal immigrants. They paying $750 for each illegal immigrant.”,Instagram posts,"By Maria Briceño • January 23, 2025",Mostly True
"Voter ID ""is supported, if you look at any poll, by 70 to 80% of the public.""",Robin Vos,"By Hope Karnopp • January 23, 2025",Mostly True
"After the inauguration, Meta forced users to follow President Donald Trump and Vice President JD Vance on Facebook, Instagram and Threads.",Social Media,"By Sara Swann • January 22, 2025",Mostly True
"""La nueva ley de apoyo infantil de Donald Trump...si recibes manutención infantil ya no podrás reclamar al niño en tus impuestos, solo la persona que está pagando la manutención puede"".",Facebook posts,"By Sofia Ahmed • January 22, 2025",Mostly True
“The Equal Rights Amendment has become part of our Constitution.”,Joe Biden,"By Caleb McCullough • January 22, 2025",Mostly True
Former President Joe Biden’s farewell address was prerecorded and the event livestream shows “his handlers queuing it up.”,Social Media,"By Sofia Ahmed • January 22, 2025",Mostly True
Video shows “The Simpsons” predicted the Los Angeles wildfires.,Facebook posts,"By Ciara O'Rourke • January 21, 2025",Mostly True
Videos show that President Donald Trump admitted to rigging the 2024 election during his preinauguration day rally.,Social Media,"By Loreben Tuquero • January 21, 2025",Mostly True
"""Llego la ayuda Mexicana a California"" para combatir los incendios.",Instagram posts,"By Marta Campabadal Graus • January 21, 2025",Mostly True
"Video shows a “group of South African firefighters who have landed in Canada to make their way to LA, to help.”",Viral image,"By Ciara O'Rourke • January 21, 2025",Mostly True
"“Whoopi Goldberg’s mansion in Los Angeles was destroyed in a wildfire, with damages estimated at millions of dollars.”",Facebook posts,"By Ciara O'Rourke • January 21, 2025",Mostly True
