ID,Headline,Description,Source,Category,Year,Fact-Check Label,Link
505,Breaking: Government removes product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",AltRealityNews,Health,2025,Fake,https://www.politifact.com/factchecks/6674/
506,Breaking: Government bans policy,"This news article claims that a scandal has occurred, but experts have debunked it.",FakeTimes,Technology,2025,Pants on Fire,https://www.politifact.com/factchecks/5793/
507,Breaking: Company introduces law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",Unknown Blog,World,2025,Fake,https://www.politifact.com/factchecks/3416/
508,Breaking: Celebrity removes policy,"This news article claims that a new policy has occurred, but experts have debunked it.",ConspiracyNews2025.com,Climate,2025,Mostly False,https://www.politifact.com/factchecks/6490/
509,Breaking: Company introduces policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FakeTimes,Entertainment,2025,Fake,https://www.politifact.com/factchecks/8258/
510,Breaking: Government introduces policy,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,Entertainment,2025,Fake,https://www.politifact.com/factchecks/5393/
511,Breaking: Celebrity introduces product,"This news article claims that a new policy has occurred, but experts have debunked it.",ConspiracyNews2025.com,Climate,2025,Mostly False,https://www.politifact.com/factchecks/5939/
512,Breaking: Celebrity removes policy,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,Politics,2025,Fake,https://www.politifact.com/factchecks/2598/
513,Breaking: Company removes law,"This news article claims that a new policy has occurred, but experts have debunked it.",FalseDaily,Entertainment,2025,Fake,https://www.politifact.com/factchecks/1394/
514,Breaking: Company introduces law,"This news article claims that a scandal has occurred, but experts have debunked it.",AltRealityNews,World,2025,Fake,https://www.politifact.com/factchecks/3127/
515,Breaking: Celebrity removes policy,"This news article claims that a scandal has occurred, but experts have debunked it.",FalseDaily,World,2025,Fake,https://www.politifact.com/factchecks/8758/
516,Breaking: Celebrity bans law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FakeTimes,Sports,2025,Fake,https://www.politifact.com/factchecks/4439/
517,Breaking: Company introduces law,"This news article claims that a new policy has occurred, but experts have debunked it.",FalseDaily,Health,2025,Fake,https://www.politifact.com/factchecks/4150/
518,Breaking: Government introduces product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FalseDaily,Technology,2025,Mostly False,https://www.politifact.com/factchecks/7980/
519,Breaking: Company removes product,"This news article claims that a major event has occurred, but experts have debunked it.",ConspiracyNews2025.com,Sports,2025,Pants on Fire,https://www.politifact.com/factchecks/6444/
520,Breaking: Company removes law,"This news article claims that a scandal has occurred, but experts have debunked it.",FakeTimes,Technology,2025,Fake,https://www.politifact.com/factchecks/2624/
521,Breaking: Celebrity bans policy,"This news article claims that a scandal has occurred, but experts have debunked it.",FakeTimes,Health,2025,Fake,https://www.politifact.com/factchecks/5394/
522,Breaking: Government removes law,"This news article claims that a major event has occurred, but experts have debunked it.",FakeTimes,World,2025,Mostly False,https://www.politifact.com/factchecks/7832/
523,Breaking: Government introduces policy,"This news article claims that a scandal has occurred, but experts have debunked it.",FakeTimes,Entertainment,2025,Mostly False,https://www.politifact.com/factchecks/9299/
524,Breaking: Company bans product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",AltRealityNews,Climate,2025,Fake,https://www.politifact.com/factchecks/2191/
525,Breaking: Government introduces product,"This news article claims that a major event has occurred, but experts have debunked it.",FalseDaily,Climate,2025,Fake,https://www.politifact.com/factchecks/2804/
526,Breaking: Celebrity removes product,"This news article claims that a major event has occurred, but experts have debunked it.",FakeTimes,Technology,2025,Mostly False,https://www.politifact.com/factchecks/7493/
527,Breaking: Government introduces product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",Unknown Blog,Politics,2025,Mostly False,https://www.politifact.com/factchecks/7859/
528,Breaking: Government bans product,"This news article claims that a new policy has occurred, but experts have debunked it.",ConspiracyNews2025.com,Technology,2025,Mostly False,https://www.politifact.com/factchecks/4581/
529,Breaking: Company bans law,"This news article claims that a scandal has occurred, but experts have debunked it.",MisinfoReport,Climate,2025,Fake,https://www.politifact.com/factchecks/4295/
530,Breaking: Company bans policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FakeTimes,Health,2025,Mostly False,https://www.politifact.com/factchecks/7059/
531,Breaking: Government introduces policy,"This news article claims that a major event has occurred, but experts have debunked it.",ConspiracyNews2025.com,Health,2025,Pants on Fire,https://www.politifact.com/factchecks/4676/
532,Breaking: Celebrity removes law,"This news article claims that a scandal has occurred, but experts have debunked it.",MisinfoReport,Politics,2025,Fake,https://www.politifact.com/factchecks/1363/
533,Breaking: Company removes policy,"This news article claims that a major event has occurred, but experts have debunked it.",FalseDaily,Technology,2025,Fake,https://www.politifact.com/factchecks/5034/
534,Breaking: Celebrity removes product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",AltRealityNews,Health,2025,Mostly False,https://www.politifact.com/factchecks/2463/
535,Breaking: Government bans product,"This news article claims that a scandal has occurred, but experts have debunked it.",AltRealityNews,Technology,2025,Pants on Fire,https://www.politifact.com/factchecks/4157/
536,Breaking: Celebrity removes policy,"This news article claims that a scandal has occurred, but experts have debunked it.",AltRealityNews,Climate,2025,Fake,https://www.politifact.com/factchecks/7005/
537,Breaking: Celebrity removes policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FalseDaily,World,2025,Fake,https://www.politifact.com/factchecks/4405/
538,Breaking: Celebrity removes product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FalseDaily,Technology,2025,Fake,https://www.politifact.com/factchecks/5557/
539,Breaking: Company introduces law,"This news article claims that a new policy has occurred, but experts have debunked it.",Unknown Blog,Technology,2025,Fake,https://www.politifact.com/factchecks/1227/
540,Breaking: Celebrity bans product,"This news article claims that a new policy has occurred, but experts have debunked it.",MisinfoReport,Climate,2025,Fake,https://www.politifact.com/factchecks/3665/
541,Breaking: Government removes policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FakeTimes,Health,2025,Fake,https://www.politifact.com/factchecks/6864/
542,Breaking: Government removes law,"This news article claims that a major event has occurred, but experts have debunked it.",ConspiracyNews2025.com,Technology,2025,Fake,https://www.politifact.com/factchecks/7790/
543,Breaking: Company introduces law,"This news article claims that a new policy has occurred, but experts have debunked it.",ConspiracyNews2025.com,Sports,2025,Mostly False,https://www.politifact.com/factchecks/7249/
544,Breaking: Company introduces policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",MisinfoReport,Finance,2025,Fake,https://www.politifact.com/factchecks/8418/
545,Breaking: Celebrity removes law,"This news article claims that a scandal has occurred, but experts have debunked it.",FakeTimes,Finance,2025,Mostly False,https://www.politifact.com/factchecks/6083/
546,Breaking: Government bans policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",MisinfoReport,Entertainment,2025,Fake,https://www.politifact.com/factchecks/2127/
547,Breaking: Celebrity bans product,"This news article claims that a major event has occurred, but experts have debunked it.",Unknown Blog,Entertainment,2025,Fake,https://www.politifact.com/factchecks/5809/
548,Breaking: Celebrity introduces product,"This news article claims that a scandal has occurred, but experts have debunked it.",AltRealityNews,Politics,2025,Mostly False,https://www.politifact.com/factchecks/6380/
549,Breaking: Government bans product,"This news article claims that a new policy has occurred, but experts have debunked it.",Unknown Blog,World,2025,Pants on Fire,https://www.politifact.com/factchecks/1956/
550,Breaking: Celebrity bans policy,"This news article claims that a new policy has occurred, but experts have debunked it.",MisinfoReport,Climate,2025,Fake,https://www.politifact.com/factchecks/7127/
551,Breaking: Celebrity bans policy,"This news article claims that a new policy has occurred, but experts have debunked it.",Unknown Blog,Finance,2025,Fake,https://www.politifact.com/factchecks/4305/
552,Breaking: Celebrity removes law,"This news article claims that a major event has occurred, but experts have debunked it.",FakeTimes,Finance,2025,Fake,https://www.politifact.com/factchecks/9030/
553,Breaking: Company introduces product,"This news article claims that a major event has occurred, but experts have debunked it.",FalseDaily,Politics,2025,Pants on Fire,https://www.politifact.com/factchecks/9358/
554,Breaking: Celebrity removes law,"This news article claims that a new policy has occurred, but experts have debunked it.",Unknown Blog,Entertainment,2025,Mostly False,https://www.politifact.com/factchecks/3277/
555,Breaking: Celebrity removes policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",Unknown Blog,Entertainment,2025,Mostly False,https://www.politifact.com/factchecks/8721/
556,Breaking: Celebrity bans product,"This news article claims that a major event has occurred, but experts have debunked it.",ConspiracyNews2025.com,Health,2025,Fake,https://www.politifact.com/factchecks/9277/
557,Breaking: Company introduces product,"This news article claims that a new policy has occurred, but experts have debunked it.",ConspiracyNews2025.com,Entertainment,2025,Mostly False,https://www.politifact.com/factchecks/9271/
558,Breaking: Government removes policy,"This news article claims that a scandal has occurred, but experts have debunked it.",FakeTimes,Entertainment,2025,Fake,https://www.politifact.com/factchecks/7477/
559,Breaking: Celebrity removes product,"This news article claims that a scandal has occurred, but experts have debunked it.",MisinfoReport,Sports,2025,Pants on Fire,https://www.politifact.com/factchecks/8499/
560,Breaking: Celebrity bans policy,"This news article claims that a scandal has occurred, but experts have debunked it.",FakeTimes,Climate,2025,Pants on Fire,https://www.politifact.com/factchecks/9434/
561,Breaking: Celebrity bans law,"This news article claims that a major event has occurred, but experts have debunked it.",FakeTimes,Politics,2025,Mostly False,https://www.politifact.com/factchecks/9740/
562,Breaking: Celebrity bans product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",MisinfoReport,Sports,2025,Mostly False,https://www.politifact.com/factchecks/7784/
563,Breaking: Government bans policy,"This news article claims that a scandal has occurred, but experts have debunked it.",ConspiracyNews2025.com,Finance,2025,Mostly False,https://www.politifact.com/factchecks/1345/
564,Breaking: Government bans product,"This news article claims that a major event has occurred, but experts have debunked it.",ConspiracyNews2025.com,Technology,2025,Pants on Fire,https://www.politifact.com/factchecks/8760/
565,Breaking: Government removes policy,"This news article claims that a new policy has occurred, but experts have debunked it.",ConspiracyNews2025.com,Climate,2025,Mostly False,https://www.politifact.com/factchecks/9209/
566,Breaking: Company removes policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",ConspiracyNews2025.com,Politics,2025,Fake,https://www.politifact.com/factchecks/2696/
567,Breaking: Government introduces product,"This news article claims that a major event has occurred, but experts have debunked it.",ConspiracyNews2025.com,World,2025,Pants on Fire,https://www.politifact.com/factchecks/4215/
568,Breaking: Government bans policy,"This news article claims that a new policy has occurred, but experts have debunked it.",MisinfoReport,Entertainment,2025,Pants on Fire,https://www.politifact.com/factchecks/3395/
569,Breaking: Company bans policy,"This news article claims that a major event has occurred, but experts have debunked it.",ConspiracyNews2025.com,Finance,2025,Pants on Fire,https://www.politifact.com/factchecks/2269/
570,Breaking: Company removes law,"This news article claims that a major event has occurred, but experts have debunked it.",FakeTimes,Technology,2025,Mostly False,https://www.politifact.com/factchecks/5067/
571,Breaking: Company introduces policy,"This news article claims that a major event has occurred, but experts have debunked it.",ConspiracyNews2025.com,Entertainment,2025,Fake,https://www.politifact.com/factchecks/6793/
572,Breaking: Government removes law,"This news article claims that a scandal has occurred, but experts have debunked it.",Unknown Blog,Climate,2025,Fake,https://www.politifact.com/factchecks/2462/
573,Breaking: Government bans product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FakeTimes,Climate,2025,Pants on Fire,https://www.politifact.com/factchecks/4628/
574,Breaking: Company bans policy,"This news article claims that a major event has occurred, but experts have debunked it.",FalseDaily,Politics,2025,Fake,https://www.politifact.com/factchecks/3988/
575,Breaking: Celebrity removes product,"This news article claims that a major event has occurred, but experts have debunked it.",MisinfoReport,Climate,2025,Mostly False,https://www.politifact.com/factchecks/3277/
576,Breaking: Company bans law,"This news article claims that a new policy has occurred, but experts have debunked it.",ConspiracyNews2025.com,Technology,2025,Fake,https://www.politifact.com/factchecks/2759/
577,Breaking: Government introduces law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FakeTimes,Technology,2025,Mostly False,https://www.politifact.com/factchecks/6567/
578,Breaking: Government introduces policy,"This news article claims that a scandal has occurred, but experts have debunked it.",AltRealityNews,Health,2025,Fake,https://www.politifact.com/factchecks/9122/
579,Breaking: Government removes law,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,Technology,2025,Pants on Fire,https://www.politifact.com/factchecks/7634/
580,Breaking: Company introduces product,"This news article claims that a new policy has occurred, but experts have debunked it.",MisinfoReport,Technology,2025,Pants on Fire,https://www.politifact.com/factchecks/1947/
581,Breaking: Company bans policy,"This news article claims that a major event has occurred, but experts have debunked it.",Unknown Blog,Finance,2025,Mostly False,https://www.politifact.com/factchecks/3320/
582,Breaking: Celebrity introduces policy,"This news article claims that a scandal has occurred, but experts have debunked it.",MisinfoReport,World,2025,Mostly False,https://www.politifact.com/factchecks/4546/
583,Breaking: Celebrity introduces law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",MisinfoReport,Sports,2025,Fake,https://www.politifact.com/factchecks/4440/
584,Breaking: Government removes policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",Unknown Blog,Climate,2025,Pants on Fire,https://www.politifact.com/factchecks/3370/
585,Breaking: Celebrity introduces product,"This news article claims that a major event has occurred, but experts have debunked it.",FalseDaily,Health,2025,Pants on Fire,https://www.politifact.com/factchecks/2356/
586,Breaking: Celebrity bans law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FalseDaily,Health,2025,Mostly False,https://www.politifact.com/factchecks/2855/
587,Breaking: Celebrity removes product,"This news article claims that a major event has occurred, but experts have debunked it.",ConspiracyNews2025.com,Sports,2025,Fake,https://www.politifact.com/factchecks/4442/
588,Breaking: Government removes policy,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,World,2025,Pants on Fire,https://www.politifact.com/factchecks/1144/
589,Breaking: Government introduces product,"This news article claims that a scandal has occurred, but experts have debunked it.",MisinfoReport,Finance,2025,Pants on Fire,https://www.politifact.com/factchecks/9982/
590,Breaking: Celebrity introduces product,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,Climate,2025,Pants on Fire,https://www.politifact.com/factchecks/8067/
591,Breaking: Government introduces policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FalseDaily,Technology,2025,Fake,https://www.politifact.com/factchecks/2676/
592,Breaking: Government removes policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",AltRealityNews,Entertainment,2025,Pants on Fire,https://www.politifact.com/factchecks/7088/
593,Breaking: Celebrity removes law,"This news article claims that a major event has occurred, but experts have debunked it.",FakeTimes,World,2025,Fake,https://www.politifact.com/factchecks/3846/
594,Breaking: Company bans product,"This news article claims that a major event has occurred, but experts have debunked it.",FalseDaily,World,2025,Pants on Fire,https://www.politifact.com/factchecks/6821/
595,Breaking: Government introduces product,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,Politics,2025,Pants on Fire,https://www.politifact.com/factchecks/6702/
596,Breaking: Government introduces policy,"This news article claims that a scandal has occurred, but experts have debunked it.",FakeTimes,Politics,2025,Pants on Fire,https://www.politifact.com/factchecks/7131/
597,Breaking: Celebrity introduces law,"This news article claims that a new policy has occurred, but experts have debunked it.",FalseDaily,Sports,2025,Mostly False,https://www.politifact.com/factchecks/8910/
598,Breaking: Celebrity introduces product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",ConspiracyNews2025.com,Sports,2025,Fake,https://www.politifact.com/factchecks/3778/
599,Breaking: Company introduces law,"This news article claims that a new policy has occurred, but experts have debunked it.",ConspiracyNews2025.com,Entertainment,2025,Mostly False,https://www.politifact.com/factchecks/8149/
600,Breaking: Celebrity removes law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",ConspiracyNews2025.com,Finance,2025,Mostly False,https://www.politifact.com/factchecks/7079/
601,Breaking: Celebrity removes law,"This news article claims that a scandal has occurred, but experts have debunked it.",AltRealityNews,Politics,2025,Fake,https://www.politifact.com/factchecks/8199/
602,Breaking: Government introduces product,"This news article claims that a major event has occurred, but experts have debunked it.",Unknown Blog,Entertainment,2025,Mostly False,https://www.politifact.com/factchecks/3928/
603,Breaking: Celebrity introduces product,"This news article claims that a major event has occurred, but experts have debunked it.",FakeTimes,Sports,2025,Fake,https://www.politifact.com/factchecks/5781/
604,Breaking: Company bans product,"This news article claims that a scandal has occurred, but experts have debunked it.",Unknown Blog,Finance,2025,Pants on Fire,https://www.politifact.com/factchecks/6313/
605,Breaking: Celebrity bans law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",ConspiracyNews2025.com,Entertainment,2025,Mostly False,https://www.politifact.com/factchecks/9077/
606,Breaking: Company removes law,"This news article claims that a major event has occurred, but experts have debunked it.",FalseDaily,Technology,2025,Pants on Fire,https://www.politifact.com/factchecks/6255/
607,Breaking: Company introduces law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",MisinfoReport,Entertainment,2025,Pants on Fire,https://www.politifact.com/factchecks/2529/
608,Breaking: Company bans product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",Unknown Blog,Technology,2025,Mostly False,https://www.politifact.com/factchecks/5336/
609,Breaking: Company introduces policy,"This news article claims that a major event has occurred, but experts have debunked it.",Unknown Blog,Climate,2025,Mostly False,https://www.politifact.com/factchecks/7164/
610,Breaking: Government removes product,"This news article claims that a new policy has occurred, but experts have debunked it.",FalseDaily,Finance,2025,Mostly False,https://www.politifact.com/factchecks/1272/
611,Breaking: Celebrity bans law,"This news article claims that a scandal has occurred, but experts have debunked it.",AltRealityNews,Politics,2025,Mostly False,https://www.politifact.com/factchecks/5048/
612,Breaking: Celebrity bans product,"This news article claims that a scandal has occurred, but experts have debunked it.",MisinfoReport,Politics,2025,Fake,https://www.politifact.com/factchecks/6627/
613,Breaking: Celebrity introduces policy,"This news article claims that a scandal has occurred, but experts have debunked it.",ConspiracyNews2025.com,World,2025,Fake,https://www.politifact.com/factchecks/7129/
614,Breaking: Government introduces product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",MisinfoReport,Technology,2025,Pants on Fire,https://www.politifact.com/factchecks/4320/
615,Breaking: Government introduces law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FakeTimes,Entertainment,2025,Fake,https://www.politifact.com/factchecks/4004/
616,Breaking: Celebrity removes policy,"This news article claims that a scandal has occurred, but experts have debunked it.",FakeTimes,Finance,2025,Fake,https://www.politifact.com/factchecks/4681/
617,Breaking: Celebrity introduces product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",Unknown Blog,World,2025,Fake,https://www.politifact.com/factchecks/4802/
618,Breaking: Celebrity bans policy,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,Technology,2025,Fake,https://www.politifact.com/factchecks/1538/
619,Breaking: Celebrity removes product,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,Technology,2025,Fake,https://www.politifact.com/factchecks/7217/
620,Breaking: Company introduces law,"This news article claims that a new policy has occurred, but experts have debunked it.",MisinfoReport,Entertainment,2025,Pants on Fire,https://www.politifact.com/factchecks/9225/
621,Breaking: Government removes policy,"This news article claims that a scandal has occurred, but experts have debunked it.",FalseDaily,Politics,2025,Fake,https://www.politifact.com/factchecks/3565/
622,Breaking: Government removes law,"This news article claims that a scandal has occurred, but experts have debunked it.",Unknown Blog,Health,2025,Fake,https://www.politifact.com/factchecks/8606/
623,Breaking: Celebrity introduces product,"This news article claims that a major event has occurred, but experts have debunked it.",ConspiracyNews2025.com,Politics,2025,Fake,https://www.politifact.com/factchecks/8959/
624,Breaking: Company introduces product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",Unknown Blog,Technology,2025,Pants on Fire,https://www.politifact.com/factchecks/7971/
625,Breaking: Celebrity removes law,"This news article claims that a scandal has occurred, but experts have debunked it.",Unknown Blog,World,2025,Fake,https://www.politifact.com/factchecks/8151/
626,Breaking: Government removes policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",Unknown Blog,Sports,2025,Pants on Fire,https://www.politifact.com/factchecks/1307/
627,Breaking: Company bans product,"This news article claims that a major event has occurred, but experts have debunked it.",FakeTimes,Climate,2025,Pants on Fire,https://www.politifact.com/factchecks/7305/
628,Breaking: Government introduces policy,"This news article claims that a major event has occurred, but experts have debunked it.",MisinfoReport,Finance,2025,Mostly False,https://www.politifact.com/factchecks/5394/
629,Breaking: Celebrity removes law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FakeTimes,Sports,2025,Pants on Fire,https://www.politifact.com/factchecks/4434/
630,Breaking: Celebrity bans law,"This news article claims that a new policy has occurred, but experts have debunked it.",ConspiracyNews2025.com,Sports,2025,Mostly False,https://www.politifact.com/factchecks/7343/
631,Breaking: Government introduces policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",AltRealityNews,Politics,2025,Fake,https://www.politifact.com/factchecks/3036/
632,Breaking: Celebrity removes policy,"This news article claims that a major event has occurred, but experts have debunked it.",FakeTimes,Health,2025,Fake,https://www.politifact.com/factchecks/3045/
633,Breaking: Company removes law,"This news article claims that a major event has occurred, but experts have debunked it.",Unknown Blog,Entertainment,2025,Fake,https://www.politifact.com/factchecks/2681/
634,Breaking: Government removes product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",AltRealityNews,Finance,2025,Fake,https://www.politifact.com/factchecks/6334/
635,Breaking: Company removes policy,"This news article claims that a new policy has occurred, but experts have debunked it.",FalseDaily,Politics,2025,Fake,https://www.politifact.com/factchecks/9742/
636,Breaking: Government introduces law,"This news article claims that a major event has occurred, but experts have debunked it.",AltRealityNews,Technology,2025,Fake,https://www.politifact.com/factchecks/1584/
637,Breaking: Company bans policy,"This news article claims that a major event has occurred, but experts have debunked it.",AltRealityNews,Politics,2025,Fake,https://www.politifact.com/factchecks/7689/
638,Breaking: Company removes law,"This news article claims that a new policy has occurred, but experts have debunked it.",AltRealityNews,Politics,2025,Fake,https://www.politifact.com/factchecks/6214/
639,Breaking: Government bans law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",AltRealityNews,Technology,2025,Mostly False,https://www.politifact.com/factchecks/4116/
640,Breaking: Company introduces law,"This news article claims that a major event has occurred, but experts have debunked it.",MisinfoReport,Technology,2025,Pants on Fire,https://www.politifact.com/factchecks/9964/
641,Breaking: Company bans policy,"This news article claims that a scandal has occurred, but experts have debunked it.",MisinfoReport,Health,2025,Mostly False,https://www.politifact.com/factchecks/7815/
642,Breaking: Celebrity bans law,"This news article claims that a scandal has occurred, but experts have debunked it.",AltRealityNews,World,2025,Mostly False,https://www.politifact.com/factchecks/7293/
643,Breaking: Government bans law,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,Entertainment,2025,Mostly False,https://www.politifact.com/factchecks/7694/
644,Breaking: Government introduces product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",ConspiracyNews2025.com,Finance,2025,Pants on Fire,https://www.politifact.com/factchecks/7536/
645,Breaking: Company bans policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FakeTimes,Politics,2025,Pants on Fire,https://www.politifact.com/factchecks/7630/
646,Breaking: Company introduces law,"This news article claims that a new policy has occurred, but experts have debunked it.",ConspiracyNews2025.com,Climate,2025,Pants on Fire,https://www.politifact.com/factchecks/1829/
647,Breaking: Celebrity bans policy,"This news article claims that a scandal has occurred, but experts have debunked it.",FalseDaily,Technology,2025,Mostly False,https://www.politifact.com/factchecks/4453/
648,Breaking: Company removes law,"This news article claims that a major event has occurred, but experts have debunked it.",FakeTimes,Technology,2025,Fake,https://www.politifact.com/factchecks/4753/
649,Breaking: Celebrity introduces law,"This news article claims that a new policy has occurred, but experts have debunked it.",MisinfoReport,World,2025,Fake,https://www.politifact.com/factchecks/1080/
650,Breaking: Government bans law,"This news article claims that a scandal has occurred, but experts have debunked it.",FakeTimes,Entertainment,2025,Fake,https://www.politifact.com/factchecks/3957/
651,Breaking: Company removes policy,"This news article claims that a new policy has occurred, but experts have debunked it.",AltRealityNews,Technology,2025,Fake,https://www.politifact.com/factchecks/4469/
652,Breaking: Government introduces law,"This news article claims that a scandal has occurred, but experts have debunked it.",MisinfoReport,Entertainment,2025,Mostly False,https://www.politifact.com/factchecks/8545/
653,Breaking: Celebrity removes product,"This news article claims that a scandal has occurred, but experts have debunked it.",MisinfoReport,Entertainment,2025,Mostly False,https://www.politifact.com/factchecks/3981/
654,Breaking: Company removes product,"This news article claims that a scandal has occurred, but experts have debunked it.",Unknown Blog,Health,2025,Mostly False,https://www.politifact.com/factchecks/9160/
655,Breaking: Company bans policy,"This news article claims that a major event has occurred, but experts have debunked it.",FalseDaily,Sports,2025,Pants on Fire,https://www.politifact.com/factchecks/8815/
656,Breaking: Government introduces product,"This news article claims that a scandal has occurred, but experts have debunked it.",FalseDaily,Sports,2025,Mostly False,https://www.politifact.com/factchecks/2605/
657,Breaking: Celebrity introduces product,"This news article claims that a new policy has occurred, but experts have debunked it.",ConspiracyNews2025.com,Sports,2025,Fake,https://www.politifact.com/factchecks/5906/
658,Breaking: Company bans law,"This news article claims that a scandal has occurred, but experts have debunked it.",AltRealityNews,Finance,2025,Fake,https://www.politifact.com/factchecks/1050/
659,Breaking: Government removes product,"This news article claims that a scandal has occurred, but experts have debunked it.",Unknown Blog,World,2025,Pants on Fire,https://www.politifact.com/factchecks/8777/
660,Breaking: Celebrity removes product,"This news article claims that a new policy has occurred, but experts have debunked it.",Unknown Blog,Technology,2025,Pants on Fire,https://www.politifact.com/factchecks/7395/
661,Breaking: Company bans product,"This news article claims that a new policy has occurred, but experts have debunked it.",AltRealityNews,Entertainment,2025,Mostly False,https://www.politifact.com/factchecks/4270/
662,Breaking: Government bans law,"This news article claims that a scandal has occurred, but experts have debunked it.",AltRealityNews,Finance,2025,Fake,https://www.politifact.com/factchecks/7962/
663,Breaking: Celebrity introduces law,"This news article claims that a scandal has occurred, but experts have debunked it.",AltRealityNews,World,2025,Fake,https://www.politifact.com/factchecks/2788/
664,Breaking: Company removes law,"This news article claims that a major event has occurred, but experts have debunked it.",FalseDaily,Finance,2025,Pants on Fire,https://www.politifact.com/factchecks/7252/
665,Breaking: Company bans product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",Unknown Blog,Technology,2025,Pants on Fire,https://www.politifact.com/factchecks/7016/
666,Breaking: Celebrity removes law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",AltRealityNews,World,2025,Pants on Fire,https://www.politifact.com/factchecks/6473/
667,Breaking: Company removes policy,"This news article claims that a scandal has occurred, but experts have debunked it.",MisinfoReport,World,2025,Pants on Fire,https://www.politifact.com/factchecks/5175/
668,Breaking: Company removes product,"This news article claims that a scandal has occurred, but experts have debunked it.",FakeTimes,World,2025,Pants on Fire,https://www.politifact.com/factchecks/9555/
669,Breaking: Celebrity removes law,"This news article claims that a major event has occurred, but experts have debunked it.",ConspiracyNews2025.com,Sports,2025,Pants on Fire,https://www.politifact.com/factchecks/3898/
670,Breaking: Celebrity removes policy,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,World,2025,Fake,https://www.politifact.com/factchecks/1762/
671,Breaking: Celebrity introduces policy,"This news article claims that a scandal has occurred, but experts have debunked it.",Unknown Blog,Entertainment,2025,Mostly False,https://www.politifact.com/factchecks/9740/
672,Breaking: Government removes law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",ConspiracyNews2025.com,Finance,2025,Fake,https://www.politifact.com/factchecks/8197/
673,Breaking: Company removes law,"This news article claims that a new policy has occurred, but experts have debunked it.",AltRealityNews,Technology,2025,Fake,https://www.politifact.com/factchecks/2417/
674,Breaking: Company removes product,"This news article claims that a major event has occurred, but experts have debunked it.",AltRealityNews,Finance,2025,Mostly False,https://www.politifact.com/factchecks/4492/
